Created At,Screen Name,Tweet Text
Sun Dec 01 09:27:40 +0000 2024,kurusurindesu,さーーーーーーてさてさてさて！！！
Sun Jul 28 12:37:30 +0000 2024,kurusurindesu,#リンクラ生放送 ご参加ありがとうございました〜〜 お知らせたくさんお笑いたくさんで楽しかった^_ ̫ _^ https://t.co/eotnoKpNiz
Tue Aug 13 12:21:47 +0000 2024,kurusurindesu,🐈‍⬛5億年ぶりのプール！ https://t.co/Fe4jIJBsi2
Mon Sep 09 08:13:48 +0000 2024,kurusurindesu,#わっちゅあね？リリース記念グッズ販売決定いたしました！ かわいい～～～  販売期間：9/9（月）18:00～9/23（月祝）23:59  是非ゲットしてくださいね！  https://t.co/gDrxVcWSSw https://t.co/oDClHSptaG
Fri Aug 23 12:52:05 +0000 2024,kurusurindesu,ラブライブ！蓮ノ空女学院スクールアイドルクラブ みらくらぱーく！ラジオ公開録音 ～夏の大補習まつり～ 会場、配信でご参加くださったみんな 本当にありがとうございました！！  近距離でみんなのお顔を見ながらおしゃべり、パフォーマンスできて幸せでした。  #みらぱとスリブと公開録音 https://t.co/1YNkqWB7nQ
Sun Dec 15 12:23:22 +0000 2024,kurusurindesu,あもーめんとはぴねす！ 皆様の幸せなひとときになっていればとおもいます！！🧁  ありがとう〜〜〜〜 https://t.co/VA7yUpm5HZ
Sun Oct 13 10:14:31 +0000 2024,kurusurindesu,くるーじんぐ！ # 3 ありがとうございました🚢  ここまでアットホームなイベントはあまりないのでは……というくらいリラックスしながらでのイベント、 とっても幸せでした☺️沢山の笑顔が見られてうれしかった！ありがとうございました！！！ #くるーじんぐ https://t.co/4WxG6LSGBm
Mon Sep 23 12:45:15 +0000 2024,kurusurindesu,姫芽ちゃんぶっ倒れちゃうんじゃないかとひやひやする場面もありましたが……  幸せそうでよかった🫶 めぐちゃんるりちゃん、そしてみなさまありがとう〜〜〜 まもなくお誕生日だね   #With蓮ノ空
Thu Oct 31 06:29:43 +0000 2024,kurusurindesu,！！！！！！！
Sat Jul 27 07:47:11 +0000 2024,kurusurindesu,情報あにゃがと！
Thu Aug 08 11:43:00 +0000 2024,kurusurindesu,🩶🩶 https://t.co/KxgfEuZA8C
Wed Sep 18 06:21:54 +0000 2024,kurusurindesu,最近前髪分けてる😃 https://t.co/fyNxhhKslh
Sat Sep 28 12:25:12 +0000 2024,kurusurindesu,まってましたーーー！！！ #みらくらマイクラ
Sun Dec 22 11:10:00 +0000 2024,kurusurindesu,#蓮ノ空ファンミDay2  ファンミ2日間終了いたしました！！  今日もたくさんの楽しい！を共有できてうれしかったー！！  ツアーも残すは横浜アリーナの2日です、めいいっぱい気合い入れて挑みます👊  ふぉとばいこな⬇️ https://t.co/mnlcMlppA6
Tue Nov 26 11:33:19 +0000 2024,kurusurindesu,リリイベありがとでしたーー！！わっちゅあね衣装どうでしたか🐑 https://t.co/w1jAAuVyq7
Sat Nov 02 11:23:33 +0000 2024,kurusurindesu,最高でした📔🤍一生憧れです。  #heartbookmarkツアー
Tue Dec 31 11:20:49 +0000 2024,kurusurindesu,今年もお世話になりました🙇🏻‍♂️
Sun Dec 01 12:45:59 +0000 2024,kurusurindesu,#蓮ノ空3rdスリブ みらぱとみらぱPTAで配信参加したよーーーー！！！！さいこー！！！！！！ https://t.co/wQCtnwLYQz
Thu Oct 10 06:09:35 +0000 2024,kurusurindesu,うどん屋さんの前の匂い、いい匂い👃
Fri Nov 08 11:52:57 +0000 2024,kurusurindesu,改めて24歳になりました！！沢山お祝いありがとうございました！ このあとケーキ運んだらひっくり返しちゃった、、  危なっかしいわたしですが、皆さんにこれ以上心配をかけぬよう24歳はしっかり安全に過ごせるよう頑張ります！  いつもありがとう！！ https://t.co/FFYCyLDRBX
Fri Jul 12 11:39:10 +0000 2024,kurusurindesu,とおもったらかんちゃんが通話かけてきてくれてハッピー！！！！
Sun Jul 28 10:27:15 +0000 2024,kurusurindesu,本日20:00〜 #リンクラ生放送 是非ご参加ください^. _ .^
Wed Jul 31 10:10:42 +0000 2024,kurusurindesu,Fes×LIVE楽しみだねーーーーー
Tue Dec 03 03:51:27 +0000 2024,kurusurindesu,みて〜ネイル変えた〜ぎゃる！ https://t.co/FHJvBX9Qqh
Sun Jul 21 03:08:18 +0000 2024,kurusurindesu,みんな、早くから並んでくれてありがとう！！ かなり暑いみたいなのでしっかり水分補給して、身体を1番に大事にしてねありがとうね☀️
Mon Jul 15 12:45:10 +0000 2024,kurusurindesu,蓮ノ空とドン・キホーテがコラボします🥳🥳🥳🥳 すごい〜〜〜〜！！！！！！ みらくらぱーく！がコラボ盛り上げていきますよ！！ #蓮ノ空
Mon Jul 22 11:30:55 +0000 2024,kurusurindesu,21:00からひめちゃんとこすずの配信だよ〜〜〜〜🪷 #With蓮ノ空
Mon Aug 19 12:55:26 +0000 2024,kurusurindesu,姫芽ちゃん、イキイキしてたな…… #With蓮ノ空
Mon Oct 14 14:09:32 +0000 2024,kurusurindesu,はなそ〜
Sat Dec 07 06:29:52 +0000 2024,kurusurindesu,マフラー、解禁！
Sat Nov 16 14:32:23 +0000 2024,kurusurindesu,幸せだったー！ 2人の笑顔を同じステージで見てるあの時間が、何よりも胸が暑くなる瞬間です
Tue Dec 03 09:31:24 +0000 2024,kurusurindesu,気が向いた時にばーーーーってSNS更新して次見た時には死んだように静かになるの、割と申し訳ないとは思ってるよー 気まぐれに付き合ってくれていつもありがとーう！！！
Sat Jul 27 07:41:59 +0000 2024,kurusurindesu,BOOST NOODLEってどこでかえるんだ？
Sun Dec 08 06:01:15 +0000 2024,kurusurindesu,『StarRise』テーマソング 「One Voice!!」が配信スタートしました☺️  ぜひたくさん聴いてくださいね！！🎧
Sun Dec 15 05:49:26 +0000 2024,kurusurindesu,今日楽しもうねーーー！
Sun Oct 13 00:44:27 +0000 2024,kurusurindesu,今日はよろしくね〜気をつけてきてね〜
Tue Aug 13 14:45:23 +0000 2024,kurusurindesu,かえちゃんたちかなりプールで写真撮ってくれたから今度またファンクラブにのせよかね！  ファンクラブ限定のなんたら〜を増やしたいなあと思ってるのでなんかやって欲しいものとか欲しい機能とかあったら教えて！！！！ あとボイスで話して欲しいトークテーマ今教えてください！お風呂出たら録る！
Wed Aug 07 09:20:51 +0000 2024,kurusurindesu,🐈‍⬛ガーリーなお洋服久々だった！ https://t.co/PL7Vbyu3Q7
Sat Sep 28 00:55:37 +0000 2024,kurusurindesu,むすびちゃんの飼い主として映像で出演させていただきました🥳 ぜひアーカイブチェックしてくださいね！
Fri Aug 09 13:42:18 +0000 2024,kurusurindesu,いつもさんきゅーーーーーーー🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶 https://t.co/4WBp9YFxH5
Sun Dec 08 14:31:22 +0000 2024,kurusurindesu,ひさびさにインスタ盛り上げてる
Sun Sep 01 11:00:58 +0000 2024,kurusurindesu,👓 https://t.co/rtZDWA8AhA
Wed Nov 27 13:35:32 +0000 2024,kurusurindesu,改めまして、わっちゅあね？本日発売です💿 ぜひたくさん聴いてくださいね！！
Thu Sep 12 12:59:39 +0000 2024,kurusurindesu,ファンクラブイベント決定致しました！！ ご参加まってます🥳
Sat Nov 16 14:35:17 +0000 2024,kurusurindesu,どんなに時間が経っても、ふたりきりのド！ド！ド！は永遠に2人のものでずっとずうっと 2人の中にも、姫芽ちゃんの中にも、私の中にも、皆さんの中にも大事に大切にされつづけるからこそ あのステージに立つことができました、ありがとうございました！
Sat Oct 12 15:03:27 +0000 2024,kurusurindesu,結局！！！クロスヘアは！！！白ドット！！！！！！！！
Tue Dec 31 16:49:53 +0000 2024,kurusurindesu,あけましておめでとうございます〜
Tue Nov 12 02:04:44 +0000 2024,kurusurindesu,ネオンナーフ！！！！！！ナーフ……！！！！！！
Sat Oct 19 12:37:32 +0000 2024,kurusurindesu,フリートークチャレンジ！いっぱいおしゃべりできて楽しそうだったね🏆 #With蓮ノ空
Tue Oct 01 15:36:52 +0000 2024,kurusurindesu,先行配信スタートいたしました！！ 沢山聞いてください🍰🍩🍴✨ #来栖りんわっちゅあね
Mon Sep 23 12:48:07 +0000 2024,kurusurindesu,きっと姫芽のお姉ちゃんも配信観てくれたんだろうな、ほっこり
Sat Dec 07 13:21:28 +0000 2024,kurusurindesu,平和だった…… #With蓮ノ空
Wed Oct 02 04:26:27 +0000 2024,kurusurindesu,みらくらぱーく！ 3rdシングル「ファンファーレ！！！」 本日発売です🏆優勝！！！！！ https://t.co/CHWdFBeIZm
Wed Sep 04 10:44:20 +0000 2024,kurusurindesu,こちらまもなく！ #リンクラ生放送
Wed Oct 09 15:35:28 +0000 2024,kurusurindesu,StarRiseのライブイベントが開催決定いたしました〜！！！ 素敵なアーティストのみなさんと同じステージでライブできるの嬉しいです！  お会い出来るのを楽しみにしてます☺️
Thu Jan 02 03:02:59 +0000 2025,kurusurindesu,おみくじ、吉でした！上から二番目？！
Thu Nov 14 13:27:58 +0000 2024,kurusurindesu,✌️ https://t.co/uID7rNBgrY
Sun Sep 29 07:28:59 +0000 2024,kurusurindesu,うさきゃっぷ https://t.co/beIW0bSbOB
Thu Aug 08 12:58:38 +0000 2024,kurusurindesu,狙ってたねこいやほん買えた^._.^ https://t.co/4cYK2qlkTh
Sat Nov 30 16:08:25 +0000 2024,kurusurindesu,ヤンヤンつけボー…… https://t.co/0dvNFPqJiI
Thu Oct 31 06:31:19 +0000 2024,kurusurindesu,ところでカオスいつ来る？
Sun Aug 11 14:10:09 +0000 2024,kurusurindesu,思ったよりちょっと短かったてぃーしゃつ おやすみなさい〜 https://t.co/dpckw4QYwH
Sun Nov 24 06:32:50 +0000 2024,kurusurindesu,どきどき  #蓮ノ空3rdドルケ
Mon Oct 28 13:50:46 +0000 2024,kurusurindesu,#Fes蓮ノ空ラブライブ地区予選 先輩方が繋いできたものを、104期蓮ノ空女学院スクールアイドルクラブとしてまた繋いでいく姫芽ちゃんたちをみることができて とっても胸がいっぱいです🪽
Fri Oct 11 11:14:10 +0000 2024,kurusurindesu,ほんとに可愛い誕生日ひめちゃん〜〜 みんなもゲットしてね🏆 https://t.co/mDmoq5HJJw
Sat Aug 24 11:23:15 +0000 2024,kurusurindesu,#みらぱと公開録音  みらぱ公演、本当にいつもの感じで楽しかったなあ〜〜 みんなの大笑いや声援にすごくパワーをもらって、明日からも幸せいっぱいに頑張れそうです。改めて、いつもありがとうございます！！みらぱ最高〜〜〜 https://t.co/BsqCNRRX0p
Thu Nov 07 15:11:19 +0000 2024,kurusurindesu,23歳でキューインして24歳で勝利しました
Sun Sep 01 04:31:37 +0000 2024,kurusurindesu,流行りのメイクレシピやってーてDM来てたから作ろうかなああ
Thu Oct 03 12:55:32 +0000 2024,kurusurindesu,メンバーカラー大発表！どのカラー名も素敵だったね〜 姫芽ちゃんは「シュガーパープル」🧁💜 #With蓮ノ空
Sat Dec 21 01:13:29 +0000 2024,kurusurindesu,#蓮ノ空ファンミDay1 楽しもうね〜〜〜寒いから温かくしてお越しください！ https://t.co/NanyRvY88Q
Mon Nov 18 05:11:14 +0000 2024,kurusurindesu,こながお誕生日にくれた帽子🐱 https://t.co/jKOQCKpDGz
Sat Aug 24 07:50:43 +0000 2024,kurusurindesu,座りでのパフォーマンスとなってしまい申し訳ございません。 少し大きな怪我をしてしまい、まだ今現在で精密な検査が出来ておらず、大事をとっての判断をして下さりました。 逆にこれで済んで良かったね！な感じなので、心配せず皆には楽しんで欲しいです！トークや歌でたくさん盛り上げます楽しもう！
Sat Aug 31 13:12:01 +0000 2024,kurusurindesu,#アニサマ DAY2  ラブライブ！蓮ノ空女学院スクールアイドルクラブで参加させていただきました🎤  ステージから見える星空のようなキラキラの景色に圧倒されっぱなしでした。 素敵な時間を本当にありがとうございました！！ https://t.co/xwSzMJ901j
Tue Nov 12 02:16:15 +0000 2024,kurusurindesu,ずうっといっしょ！の歌みたしたい
Thu Sep 19 09:39:32 +0000 2024,kurusurindesu,お手紙とプレゼントいただきました！！ありがと〜〜〜〜〜〜！！！大事にする！！！！
Fri Jul 05 10:11:32 +0000 2024,kurusurindesu,『LoveLive! Series Presents Asia Tour 2024 ～ みんなで叶える物語 ～』 に出演させていただきます。  尊敬するラブライブ！シリーズの先輩方とご一緒させていただくということで、今からとっても楽しみです！ 宜しくお願いいたします🪷  安養寺姫芽役 来栖りん  #lovelive  #蓮ノ空
Fri Dec 27 14:01:38 +0000 2024,kurusurindesu,素人すぎる https://t.co/TR9yfBIyAx
Wed Aug 14 14:29:11 +0000 2024,kurusurindesu,今日手巻き寿司のひ？
Tue Oct 01 09:04:52 +0000 2024,kurusurindesu,TVアニメ『#歴史に残る悪女になるぞ』EDテーマ 「わっちゅあね？」が本日10/2(水)0:00〜先行配信開始いたします！  こちら⬇️ https://t.co/DBw6LV810j   #来栖りんわっちゅあね でたくさん感想聞かせてください☺️
Sat Sep 14 13:09:24 +0000 2024,kurusurindesu,無事わたしも眠くなりました🫧 #With蓮ノ空
Fri Sep 06 13:07:51 +0000 2024,kurusurindesu,#せーはす 運動能力チェック！ いいとこ見せられた……よね？
Tue Nov 12 10:06:21 +0000 2024,kurusurindesu,ちまと登場しました！！！🐶 是非チェックしてね〜 https://t.co/RxE8WNT9Fs
Wed Aug 14 14:30:38 +0000 2024,kurusurindesu,えだって我が家も手巻き寿司だったしさくちゃんも手巻き寿司だってのせてたし友達の家族も手巻き寿司してるし絶対そうでしょ！？！？！？
Sun Oct 06 11:13:46 +0000 2024,kurusurindesu,#リンクラ生放送 ありがとうございました！   すやすや寝そべり可愛いです😪沢山新情報うれしかったね〜〜！ https://t.co/cFWq5N8kkm
Fri Aug 09 13:45:29 +0000 2024,kurusurindesu,あたらしグッズ出た😈😈😈チェックしてください！！
Sat Dec 28 11:23:39 +0000 2024,kurusurindesu,有識者ありがとう、いいです https://t.co/CDQg33FmYb
Fri Jul 12 11:29:26 +0000 2024,kurusurindesu,これみたらさっき会ったのに会いたくなっちゃった！！！！！！ #せーはす
Thu Aug 08 13:43:15 +0000 2024,kurusurindesu,ひなとの動画をいんすたのほうのストーリーに載せました今度写真ものせるね！
Sat Nov 23 05:42:02 +0000 2024,kurusurindesu,#いいツインテールの日2024 https://t.co/a5SDybho87
Thu Sep 19 09:48:22 +0000 2024,kurusurindesu,じゃーん！！！！！！！！  https://t.co/c65mVSJan1 https://t.co/2xaLgzmqXB
Fri Jan 10 13:52:03 +0000 2025,hasunosora_SIC,1月10日（金）開催 「ラブライブ！蓮ノ空女学院スクールアイドルクラブ 3rd Live Tour TRI TRI UNITY!!!」Day.1公演＜有料生配信＞につきまして、 一部音源に乱れがございましたため、正しいアーカイブへの差し替え対応を近日中に行います。アーカイブ配信は予定通り23:00よりご視聴いただけます。
Fri Jan 31 11:01:00 +0000 2025,hasunosora_SIC,✨🪷せーはす🪷✨  「せーので！はすのそら！104」#37 を公開しました🌟  金沢ロケ④ はすぽ旅ついに決着！  ⏬視聴はこちら https://t.co/Wy6anCJgho  ぜひご覧ください👀  #せーはす #蓮ノ空 #リンクラ #lovelive https://t.co/FFZznMGBJa
Sun Jan 19 02:00:00 +0000 2025,hasunosora_SIC,🪷Webラジオ情報🪷 #蓮ノ空 #リンクラ #lovelive かんかんりんりんこなこなの  #みらくら進路相談 室ラジオ📻  第1回：「恥・恥・恥」 この後正午プレミア公開！  記念すべき第1回は 昨年12/21・22開催のファンミーティングを たっぷり振り返ります！  ▼視聴はこちら！ https://t.co/pN4qY1NrHc https://t.co/3fpchGuQOY
Sun Jan 12 15:30:58 +0000 2025,hasunosora_SIC,🪷 #村野さやか生誕祭2025 🪷  さやかのお誕生日のお祝い用の 写真フレームを配布いたします💙  ぜひお気に入りのスクリーンショットと 組み合わせて使ってみてください🎨  #蓮ノ空 #リンクラ #lovelive https://t.co/oXMqwd8hAm
Sun Mar 02 11:30:01 +0000 2025,hasunosora_SIC,🪷With×MEETSアーカイブ公開🪷  2/24(月)に配信したWith×MEETS『村野さやかのラジオ 第12回』のアーカイブをYouTubeに公開しました✨  ▼ご視聴はこちらから https://t.co/4wATl3Kj4P  #蓮ノ空 #リンクラ #lovelive https://t.co/gwXsFzomM1
Mon Mar 03 11:00:01 +0000 2025,hasunosora_SIC,🪷もう間もなく🪷 本日のWith×MEETSは20:30よりスタートです！  アプリ内の「スクールアイドルコネクト」よりご視聴ください！   #⃣ハッシュタグはこちら #With蓮ノ空  👇アプリダウンロード👇  https://t.co/ZDvy7JeUQm  #蓮ノ空 #リンクラ #lovelive https://t.co/2vDr6Ek5F7
Mon Jan 13 11:00:00 +0000 2025,hasunosora_SIC,🪷もう間もなく🪷 本日のWith×MEETSは20:30よりスタートです！  アプリ内の「スクールアイドルコネクト」よりご視聴ください！   #⃣ハッシュタグはこちら #With蓮ノ空  👇アプリダウンロード👇  https://t.co/ZDvy7Jen0O  #蓮ノ空 #リンクラ #lovelive https://t.co/FAZ8Yed8vx
Mon Mar 10 05:40:00 +0000 2025,hasunosora_SIC,🪷新曲リリックビデオ公開決定！🪷  🌕 DOLLCHESTRA 🌕     「 COMPASS 」   🗓️ 3/10(月) 21:15〜 プレミア公開！ ▶️ https://t.co/fsCs2ufdrz  #蓮ノ空 #リンクラ #lovelive https://t.co/lj8g9N8pHs
Fri Feb 21 11:30:01 +0000 2025,hasunosora_SIC,✨🪷せーはす🪷✨  次回の「せーので！はすのそら！104」#41 は… 2025/2/28(金)更新予定です❕  お楽しみに🥰  #せーはす #蓮ノ空 #リンクラ #lovelive
Fri Jan 10 08:00:07 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  ライブグランプリ「104期 3rdTerm 第3回個人戦」のランキング集計が完了しました！ アプリ内スクールアイドルステージより、ぜひ結果をご確認ください。  ◆プライズについて プライズの配布は 1/11(土) 12:00 以降を予定しております。  #蓮ノ空 #リンクラ #lovelive
Sat Mar 15 03:03:47 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  「蓮ノ空女学院スクールアイドルクラブ」の 「いま」を描く📽活動記録📽に  📔「活動記録」2024年度 第13話 『いずれ会う約束の桜』PART1～5  が追加されました！  #蓮ノ空 #リンクラ #lovelive https://t.co/iPxhwuIFwZ
Sun Jan 26 08:30:00 +0000 2025,hasunosora_SIC,#ラブライブ決勝大会プレーオフ  ✨1/26(日) 20:00 開演✨ 優勝校決定の瞬間をリアルタイム無料生中継 ▶️https://t.co/2bzuXqFcis  🎁えらべるPay🎁 100円〜1万円が100名に当たる  🔻ご参加方法🔻 1️⃣このアカウントをフォロー 2️⃣このポストをリポスト 3️⃣URLから抽選に参加 https://t.co/Ezh27yETtL https://t.co/F0mcGDDGK0
Tue Feb 11 04:10:00 +0000 2025,hasunosora_SIC,🪷商品情報🪷  「虹ヶ咲学園キッチンカー」よりバースデー記念ドリンクメニュー販売のお知らせです♪  詳細はこちら→https://t.co/flz1BGmF28  #蓮ノ空 #リンクラ #lovelive https://t.co/xsmKUoytLU
Fri Feb 14 06:00:02 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  🕣予告🕣 メンバーの定期生配信「With×MEETS」 『梢センパイの振り返り！』 2/15(土) 20:30より配信✅  🪷出演🪷 日野下 花帆 乙宗 梢  👇アプリダウンロードはこちら https://t.co/ZDvy7JeUQm  #With蓮ノ空 #蓮ノ空 #リンクラ #lovelive https://t.co/sAxxEDFeXN
Mon Feb 24 08:00:01 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  ライブグランプリ「104期 FinalTerm 第1回サークル対抗戦」のランキング集計が完了しました！  アプリ内スクールアイドルステージより、ぜひ結果をご確認ください。  プライズの配布は 2/28(金) 12:00 以降を予定しております。  #蓮ノ空 #リンクラ #lovelive
Sat Mar 15 03:00:01 +0000 2025,hasunosora_SIC,🪷✨新リリックビデオ公開中✨🪷  　DOLLCHESTRA 🧭『 COMPASS 』🧭  #蓮ノ空 #リンクラ #lovelive https://t.co/YUOdCBWWwy
Mon Feb 17 03:02:22 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  💘ズッキュン♡ハート撃ち抜く、104期みらくらぱーく！のピリオドを全方位ピックアップ！！ 『2024 WINTER LIMITED COLLECTION vol.7』 開催中！お見逃しなく！  #蓮ノ空 #リンクラ #lovelive https://t.co/HDz4uWu0ca
Sun Jan 26 12:28:22 +0000 2025,hasunosora_SIC,【 号外速報 】  「ラブライブ！決勝大会プレーオフ」  　 　🌸🏆 蓮ノ空優勝 🏆🌸  🪷蓮ノ空女学院スクールアイドルクラブ スリーズブーケ＆DOLLCHESTRA＆みらくらぱーく！  #ラブライブ決勝大会プレーオフ #蓮ノ空 #リンクラ #lovelive https://t.co/VlkW3VFwaE
Wed Feb 19 11:30:01 +0000 2025,hasunosora_SIC,🪷With×MEETSアーカイブ公開🪷  2/15(土)に配信したWith×MEETS『梢センパイの振り返り！』のアーカイブをYouTubeに公開しました✨  ▼ご視聴はこちらから https://t.co/6fkdAU97BP  #蓮ノ空 #リンクラ #lovelive https://t.co/7pi8SOi9YD
Sat Feb 08 12:11:32 +0000 2025,hasunosora_SIC,🪷With×MEETSアーカイブ公開🪷   2/8(土)に配信したWith×MEETS『綴理先輩の振り返り』のアーカイブをアプリ内に公開しました✨  👇アプリダウンロードはこちらから https://t.co/ZDvy7JeUQm  YouTubeには約1週間後に公開する予定です。  ご感想は #With蓮ノ空 で📝 #蓮ノ空 #リンクラ #lovelive https://t.co/mQNACNo3z5
Fri Feb 28 03:02:08 +0000 2025,hasunosora_SIC,🪷Link！Like！ラブライブ！🪷  🌄夜の果てに訪れた始まりの予感。104期スリーズブーケ、愛しい微熱のピリオドをピックアップ！！ 『2024 WINTER LIMITED COLLECTION vol.8』 開催中！お見逃しなく！  #蓮ノ空 #リンクラ #lovelive https://t.co/Qo0jLI9Bwa
Fri Mar 14 11:30:00 +0000 2025,hasunosora_SIC,✨🪷せーはす🪷✨  次回の「せーので！はすのそら！104」#44 は… 2025/3/21(金)更新予定です❕  お楽しみに🥰  #せーはす #蓮ノ空 #リンクラ #lovelive
Sun Jan 26 12:03:24 +0000 2025,hasunosora_SIC,#ラブライブ決勝大会プレーオフ  ✨ただいま優勝校によるエキシビション開催中✨  蓮ノ空女学院スクールアイドルクラブ DOLLCHESTRA「バアドケージ」  🔻ライブ視聴（無料）はこちらから！ https://t.co/2bzuXqFK80 https://t.co/0wdEZ2y1rJ
Mon Feb 10 11:00:02 +0000 2025,hasunosora_SIC,🪷もう間もなく🪷 本日のWith×MEETSは20:30よりスタートです！  アプリ内の「スクールアイドルコネクト」よりご視聴ください！   #⃣ハッシュタグはこちら #カラオケ蓮ノ空  👇アプリダウンロード👇  https://t.co/ZDvy7Jen0O  #蓮ノ空 #リンクラ #lovelive https://t.co/nLCK1ReDEf
Fri Jan 24 04:00:01 +0000 2025,hasunosora_SIC,🪷商品情報🪷  アクリルキーホルダー付きムック「お散歩日記」（全9種）  ～DOLLCHESTRA～　～みらくらぱーく！～ 好評発売中！ ～スリーズブーケ～ 1月30日発売！  書店・専門店をチェックしてください👇 https://t.co/1jf2HjyN5E  #蓮ノ空 #リンクラ #lovelive https://t.co/FnRsnF0aDb
